accession,group,description,url
O13329,GO:0032502,"developmental process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032502
O13329,GO:0051276,"chromosome organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051276
O13329,GO:0051641,"cellular localization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051641
O13329,GO:0065007,"biological regulation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0065007
O13516,GO:0006396,"RNA processing",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006396
O13516,GO:0042254,"ribosome biogenesis",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042254
O13525,GO:0042180,"cellular ketone metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042180
O13525,GO:0051186,"cofactor metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051186
O13539,GO:0006259,"DNA metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006259
O13539,GO:0006354,"DNA-dependent transcription, elongation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006354
O13539,GO:0015931,"nucleobase-containing compound transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015931
O13539,GO:0051641,"cellular localization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051641
O13547,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
O13547,GO:0045229,"external encapsulating structure organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045229
O13547,GO:0071555,"cell wall organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071555
O13559,GO:0006259,"DNA metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006259
O13559,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
O13559,GO:0032392,"DNA geometric change",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032392
O13559,GO:0051276,"chromosome organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051276
O13559,GO:0065007,"biological regulation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0065007
O13563,GO:0006508,"proteolysis",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006508
O13563,GO:0044237,"cellular metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044237
O14455,GO:0006412,"translation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006412
O14464,GO:0042254,"ribosome biogenesis",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042254
O14467,GO:0016070,"RNA metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016070
O14467,GO:0065007,"biological regulation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0065007
O14468,GO:0006996,"organelle organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006996
O14468,GO:0022607,"cellular component assembly",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022607
O60200,GO:0007005,"mitochondrion organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007005
O60200,GO:0034622,"cellular macromolecular complex assembly",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034622
O74700,GO:0007005,"mitochondrion organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007005
O74700,GO:0015031,"protein transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015031
O74700,GO:0016044,"cellular membrane organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016044
O74700,GO:0051641,"cellular localization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051641
O75012,GO:0006412,"translation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006412
O75012,GO:0007005,"mitochondrion organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007005
O75012,GO:0034622,"cellular macromolecular complex assembly",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034622
O94742,GO:0006508,"proteolysis",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006508
O94742,GO:0007049,"cell cycle",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007049
O94742,GO:0015931,"nucleobase-containing compound transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015931
O94742,GO:0016192,"vesicle-mediated transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016192
O94742,GO:0034622,"cellular macromolecular complex assembly",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034622
O94742,GO:0040007,"growth",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0040007
O94742,GO:0044237,"cellular metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044237
O94742,GO:0046903,"secretion",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046903
O94742,GO:0051641,"cellular localization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051641
O94742,GO:0065007,"biological regulation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0065007
P00044,GO:0006119,"oxidative phosphorylation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006119
P00044,GO:0045333,"cellular respiration",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045333
P00045,GO:0006119,"oxidative phosphorylation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006119
P00045,GO:0045333,"cellular respiration",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045333
P00127,GO:0006119,"oxidative phosphorylation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006119
P00127,GO:0006811,"ion transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006811
P00127,GO:0006818,"hydrogen transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006818
P00127,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00127,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00127,GO:0045333,"cellular respiration",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045333
P00128,GO:0006119,"oxidative phosphorylation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006119
P00128,GO:0006811,"ion transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006811
P00128,GO:0006818,"hydrogen transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006818
P00128,GO:0007005,"mitochondrion organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007005
P00128,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00128,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00128,GO:0034622,"cellular macromolecular complex assembly",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034622
P00128,GO:0045333,"cellular respiration",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045333
P00163,GO:0006119,"oxidative phosphorylation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006119
P00163,GO:0006811,"ion transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006811
P00163,GO:0006818,"hydrogen transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006818
P00163,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00163,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00163,GO:0045333,"cellular respiration",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045333
P00175,GO:0006082,"organic acid metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006082
P00175,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00175,GO:0042180,"cellular ketone metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042180
P00330,GO:0005975,"carbohydrate metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005975
P00330,GO:0006066,"alcohol metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006066
P00330,GO:0006082,"organic acid metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006082
P00330,GO:0006113,"fermentation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006113
P00330,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00330,GO:0009117,"nucleotide metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009117
P00330,GO:0009308,"amine metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009308
P00330,GO:0042180,"cellular ketone metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042180
P00330,GO:0044238,"primary metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044238
P00330,GO:0046483,"heterocycle metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046483
P00330,GO:0051186,"cofactor metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051186
P00331,GO:0006066,"alcohol metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006066
P00331,GO:0006082,"organic acid metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006082
P00331,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00331,GO:0009117,"nucleotide metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009117
P00331,GO:0009308,"amine metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009308
P00331,GO:0042180,"cellular ketone metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042180
P00331,GO:0044238,"primary metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044238
P00331,GO:0046483,"heterocycle metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046483
P00331,GO:0051186,"cofactor metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051186
P00358,GO:0005975,"carbohydrate metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005975
P00358,GO:0006066,"alcohol metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006066
P00358,GO:0006091,"generation of precursor metabolites and energy",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006091
P00358,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00358,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00358,GO:0044237,"cellular metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044237
P00359,GO:0005975,"carbohydrate metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005975
P00359,GO:0006066,"alcohol metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006066
P00359,GO:0006091,"generation of precursor metabolites and energy",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006091
P00359,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00359,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00359,GO:0044237,"cellular metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044237
P00360,GO:0005975,"carbohydrate metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005975
P00360,GO:0006066,"alcohol metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006066
P00360,GO:0006091,"generation of precursor metabolites and energy",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006091
P00360,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00360,GO:0044237,"cellular metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044237
P00401,GO:0006119,"oxidative phosphorylation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006119
P00401,GO:0006811,"ion transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006811
P00401,GO:0006818,"hydrogen transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006818
P00401,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00401,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00401,GO:0045333,"cellular respiration",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045333
P00410,GO:0006119,"oxidative phosphorylation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006119
P00410,GO:0006811,"ion transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006811
P00410,GO:0006818,"hydrogen transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006818
P00410,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00410,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00410,GO:0045333,"cellular respiration",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045333
P00420,GO:0006119,"oxidative phosphorylation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006119
P00420,GO:0006811,"ion transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006811
P00420,GO:0006818,"hydrogen transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006818
P00420,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00420,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00420,GO:0045333,"cellular respiration",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045333
P00424,GO:0006119,"oxidative phosphorylation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006119
P00424,GO:0006811,"ion transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006811
P00424,GO:0006818,"hydrogen transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006818
P00424,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00424,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00424,GO:0045333,"cellular respiration",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045333
P00425,GO:0006119,"oxidative phosphorylation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006119
P00425,GO:0006811,"ion transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006811
P00425,GO:0006818,"hydrogen transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006818
P00425,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00425,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00425,GO:0045333,"cellular respiration",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045333
P00427,GO:0006119,"oxidative phosphorylation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006119
P00427,GO:0006811,"ion transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006811
P00427,GO:0006818,"hydrogen transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006818
P00427,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00427,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00427,GO:0045333,"cellular respiration",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045333
P00431,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00431,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00431,GO:0050896,"response to stimulus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050896
P00445,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00445,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00445,GO:0016070,"RNA metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016070
P00445,GO:0031647,"regulation of protein stability",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031647
P00445,GO:0032502,"developmental process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032502
P00445,GO:0044237,"cellular metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044237
P00445,GO:0045229,"external encapsulating structure organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045229
P00445,GO:0050896,"response to stimulus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050896
P00445,GO:0065007,"biological regulation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0065007
P00445,GO:0071555,"cell wall organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071555
P00447,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00447,GO:0009987,"cellular process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009987
P00447,GO:0032502,"developmental process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032502
P00447,GO:0044237,"cellular metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044237
P00447,GO:0050896,"response to stimulus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050896
P00498,GO:0006082,"organic acid metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006082
P00498,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00498,GO:0009308,"amine metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009308
P00498,GO:0042180,"cellular ketone metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042180
P00498,GO:0044238,"primary metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044238
P00498,GO:0046483,"heterocycle metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046483
P00546,GO:0000003,"reproduction",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000003
P00546,GO:0006260,"DNA replication",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006260
P00546,GO:0006266,"DNA ligation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006266
P00546,GO:0006281,"DNA repair",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006281
P00546,GO:0006396,"RNA processing",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006396
P00546,GO:0006464,"cellular protein modification process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006464
P00546,GO:0006662,"glycerol ether metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006662
P00546,GO:0006793,"phosphorus metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006793
P00546,GO:0007049,"cell cycle",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007049
P00546,GO:0007059,"chromosome segregation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007059
P00546,GO:0016070,"RNA metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016070
P00546,GO:0016192,"vesicle-mediated transport",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016192
P00546,GO:0022607,"cellular component assembly",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022607
P00546,GO:0031023,"microtubule organizing center organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031023
P00546,GO:0032392,"DNA geometric change",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032392
P00546,GO:0034622,"cellular macromolecular complex assembly",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034622
P00546,GO:0040007,"growth",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0040007
P00546,GO:0044255,"cellular lipid metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044255
P00546,GO:0051179,"localization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051179
P00546,GO:0051276,"chromosome organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051276
P00546,GO:0051301,"cell division",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051301
P00546,GO:0065007,"biological regulation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0065007
P00549,GO:0005975,"carbohydrate metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005975
P00549,GO:0006066,"alcohol metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006066
P00549,GO:0006082,"organic acid metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006082
P00549,GO:0006091,"generation of precursor metabolites and energy",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006091
P00549,GO:0006793,"phosphorus metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006793
P00549,GO:0042180,"cellular ketone metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042180
P00560,GO:0005975,"carbohydrate metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005975
P00560,GO:0006066,"alcohol metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006066
P00560,GO:0006091,"generation of precursor metabolites and energy",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006091
P00560,GO:0006793,"phosphorus metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006793
P00560,GO:0044237,"cellular metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044237
P00572,GO:0006793,"phosphorus metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006793
P00572,GO:0009117,"nucleotide metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009117
P00572,GO:0046483,"heterocycle metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046483
P00635,GO:0006793,"phosphorus metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006793
P00635,GO:0007154,"cell communication",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007154
P00635,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00635,GO:0016043,"cellular component organization",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016043
P00635,GO:0050896,"response to stimulus",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050896
P00635,GO:0065007,"biological regulation",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0065007
P00724,GO:0005975,"carbohydrate metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005975
P00724,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00724,GO:0044237,"cellular metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044237
P00729,GO:0006518,"peptide metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006518
P00729,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00729,GO:0019748,"secondary metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019748
P00812,GO:0006082,"organic acid metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006082
P00812,GO:0008152,"metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008152
P00812,GO:0009308,"amine metabolic process",http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009308
